location,date,total_cases,total_deaths,death_percentage
Nigeria,1/1/2021,83576,1247,1.4921
Nigeria,1/1/2022,236014,3014,1.2770
Nigeria,1/1/2023,266450,3155,1.1841
Nigeria,1/1/2024,267188,3155,1.1808
Nigeria,1/10/2020,,,
Nigeria,1/10/2021,99063,1350,1.3628
Nigeria,1/10/2022,247775,3071,1.2394
Nigeria,1/10/2023,266463,3155,1.1840
Nigeria,1/10/2024,267188,3155,1.1808
Nigeria,1/11/2020,,,
Nigeria,1/11/2021,99063,1350,1.3628
Nigeria,1/11/2022,247775,3071,1.2394
Nigeria,1/11/2023,266463,3155,1.1840
Nigeria,1/11/2024,267188,3155,1.1808
Nigeria,1/12/2020,,,
Nigeria,1/12/2021,99063,1350,1.3628
Nigeria,1/12/2022,247775,3071,1.2394
Nigeria,1/12/2023,266463,3155,1.1840
Nigeria,1/12/2024,267188,3155,1.1808
Nigeria,1/13/2020,,,
Nigeria,1/13/2021,99063,1350,1.3628
Nigeria,1/13/2022,247775,3071,1.2394
Nigeria,1/13/2023,266463,3155,1.1840
Nigeria,1/13/2024,267188,3155,1.1808
Nigeria,1/14/2020,,,
Nigeria,1/14/2021,99063,1350,1.3628
Nigeria,1/14/2022,247775,3071,1.2394
Nigeria,1/14/2023,266463,3155,1.1840
Nigeria,1/14/2024,267188,3155,1.1808
Nigeria,1/15/2020,,,
Nigeria,1/15/2021,99063,1350,1.3628
Nigeria,1/15/2022,247775,3071,1.2394
Nigeria,1/15/2023,266463,3155,1.1840
Nigeria,1/15/2024,267188,3155,1.1808
Nigeria,1/16/2020,,,
Nigeria,1/16/2021,99063,1350,1.3628
Nigeria,1/16/2022,250628,3095,1.2349
Nigeria,1/16/2023,266463,3155,1.1840
Nigeria,1/16/2024,267188,3155,1.1808
Nigeria,1/17/2020,,,
Nigeria,1/17/2021,108943,1420,1.3034
Nigeria,1/17/2022,250628,3095,1.2349
Nigeria,1/17/2023,266463,3155,1.1840
Nigeria,1/17/2024,267188,3155,1.1808
Nigeria,1/18/2020,,,
Nigeria,1/18/2021,108943,1420,1.3034
Nigeria,1/18/2022,250628,3095,1.2349
Nigeria,1/18/2023,266463,3155,1.1840
Nigeria,1/18/2024,267188,3155,1.1808
Nigeria,1/19/2020,,,
Nigeria,1/19/2021,108943,1420,1.3034
Nigeria,1/19/2022,250628,3095,1.2349
Nigeria,1/19/2023,266463,3155,1.1840
Nigeria,1/19/2024,267188,3155,1.1808
Nigeria,1/2/2021,83576,1247,1.4921
Nigeria,1/2/2022,242877,3033,1.2488
Nigeria,1/2/2023,266450,3155,1.1841
Nigeria,1/2/2024,267188,3155,1.1808
Nigeria,1/20/2020,,,
Nigeria,1/20/2021,108943,1420,1.3034
Nigeria,1/20/2022,250628,3095,1.2349
Nigeria,1/20/2023,266463,3155,1.1840
Nigeria,1/20/2024,267188,3155,1.1808
Nigeria,1/21/2020,,,
Nigeria,1/21/2021,108943,1420,1.3034
Nigeria,1/21/2022,250628,3095,1.2349
Nigeria,1/21/2023,266463,3155,1.1840
Nigeria,1/21/2024,267188,3155,1.1808
Nigeria,1/22/2020,,,
Nigeria,1/22/2021,108943,1420,1.3034
Nigeria,1/22/2022,250628,3095,1.2349
Nigeria,1/22/2023,266463,3155,1.1840
Nigeria,1/22/2024,267188,3155,1.1808
Nigeria,1/23/2020,,,
Nigeria,1/23/2021,108943,1420,1.3034
Nigeria,1/23/2022,251959,3124,1.2399
Nigeria,1/23/2023,266463,3155,1.1840
Nigeria,1/23/2024,267188,3155,1.1808
Nigeria,1/24/2020,,,
Nigeria,1/24/2021,120602,1495,1.2396
Nigeria,1/24/2022,251959,3124,1.2399
Nigeria,1/24/2023,266463,3155,1.1840
Nigeria,1/24/2024,267188,3155,1.1808
Nigeria,1/25/2020,,,
Nigeria,1/25/2021,120602,1495,1.2396
Nigeria,1/25/2022,251959,3124,1.2399
Nigeria,1/25/2023,266463,3155,1.1840
Nigeria,1/25/2024,267188,3155,1.1808
Nigeria,1/26/2020,,,
Nigeria,1/26/2021,120602,1495,1.2396
Nigeria,1/26/2022,251959,3124,1.2399
Nigeria,1/26/2023,266463,3155,1.1840
Nigeria,1/26/2024,267188,3155,1.1808
Nigeria,1/27/2020,,,
Nigeria,1/27/2021,120602,1495,1.2396
Nigeria,1/27/2022,251959,3124,1.2399
Nigeria,1/27/2023,266463,3155,1.1840
Nigeria,1/27/2024,267188,3155,1.1808
Nigeria,1/28/2020,,,
Nigeria,1/28/2021,120602,1495,1.2396
Nigeria,1/28/2022,251959,3124,1.2399
Nigeria,1/28/2023,266463,3155,1.1840
Nigeria,1/28/2024,267188,3155,1.1808
Nigeria,1/29/2020,,,
Nigeria,1/29/2021,120602,1495,1.2396
Nigeria,1/29/2022,251959,3124,1.2399
Nigeria,1/29/2023,266463,3155,1.1840
Nigeria,1/29/2024,267188,3155,1.1808
Nigeria,1/3/2021,89163,1302,1.4602
Nigeria,1/3/2022,242877,3033,1.2488
Nigeria,1/3/2023,266450,3155,1.1841
Nigeria,1/3/2024,267188,3155,1.1808
Nigeria,1/30/2020,,,
Nigeria,1/30/2021,120602,1495,1.2396
Nigeria,1/30/2022,253020,3135,1.2390
Nigeria,1/30/2023,266463,3155,1.1840
Nigeria,1/30/2024,267188,3155,1.1808
Nigeria,1/31/2020,,,
Nigeria,1/31/2021,130557,1578,1.2087
Nigeria,1/31/2022,253020,3135,1.2390
Nigeria,1/31/2023,266463,3155,1.1840
Nigeria,1/31/2024,267188,3155,1.1808
Nigeria,1/4/2021,89163,1302,1.4602
Nigeria,1/4/2022,242877,3033,1.2488
Nigeria,1/4/2023,266450,3155,1.1841
Nigeria,1/4/2024,267188,3155,1.1808
Nigeria,1/5/2020,,,
Nigeria,1/5/2021,89163,1302,1.4602
Nigeria,1/5/2022,242877,3033,1.2488
Nigeria,1/5/2023,266450,3155,1.1841
Nigeria,1/5/2024,267188,3155,1.1808
Nigeria,1/6/2020,,,
Nigeria,1/6/2021,89163,1302,1.4602
Nigeria,1/6/2022,242877,3033,1.2488
Nigeria,1/6/2023,266450,3155,1.1841
Nigeria,1/6/2024,267188,3155,1.1808
Nigeria,1/7/2020,,,
Nigeria,1/7/2021,89163,1302,1.4602
Nigeria,1/7/2022,242877,3033,1.2488
Nigeria,1/7/2023,266450,3155,1.1841
Nigeria,1/7/2024,267188,3155,1.1808
Nigeria,1/8/2020,,,
Nigeria,1/8/2021,89163,1302,1.4602
Nigeria,1/8/2022,242877,3033,1.2488
Nigeria,1/8/2023,266463,3155,1.1840
Nigeria,1/8/2024,267188,3155,1.1808
Nigeria,1/9/2020,,,
Nigeria,1/9/2021,89163,1302,1.4602
Nigeria,1/9/2022,247775,3071,1.2394
Nigeria,1/9/2023,266463,3155,1.1840
Nigeria,1/9/2024,267188,3155,1.1808
Nigeria,10/1/2020,58198,1106,1.9004
Nigeria,10/1/2021,204201,2674,1.3095
Nigeria,10/1/2022,265186,3155,1.1897
Nigeria,10/1/2023,267146,3155,1.1810
Nigeria,10/10/2020,59287,1113,1.8773
Nigeria,10/10/2021,207618,2745,1.3221
Nigeria,10/10/2022,265816,3155,1.1869
Nigeria,10/10/2023,267155,3155,1.1810
Nigeria,10/11/2020,60103,1115,1.8551
Nigeria,10/11/2021,207618,2745,1.3221
Nigeria,10/11/2022,265816,3155,1.1869
Nigeria,10/11/2023,267155,3155,1.1810
Nigeria,10/12/2020,60103,1115,1.8551
Nigeria,10/12/2021,207618,2745,1.3221
Nigeria,10/12/2022,265816,3155,1.1869
Nigeria,10/12/2023,267155,3155,1.1810
Nigeria,10/13/2020,60103,1115,1.8551
Nigeria,10/13/2021,207618,2745,1.3221
Nigeria,10/13/2022,265816,3155,1.1869
Nigeria,10/13/2023,267155,3155,1.1810
Nigeria,10/14/2020,60103,1115,1.8551
Nigeria,10/14/2021,207618,2745,1.3221
Nigeria,10/14/2022,265816,3155,1.1869
Nigeria,10/14/2023,267155,3155,1.1810
Nigeria,10/15/2020,60103,1115,1.8551
Nigeria,10/15/2021,207618,2745,1.3221
Nigeria,10/15/2022,265816,3155,1.1869
Nigeria,10/15/2023,267156,3155,1.1810
Nigeria,10/16/2020,60103,1115,1.8551
Nigeria,10/16/2021,207618,2745,1.3221
Nigeria,10/16/2022,265937,3155,1.1864
Nigeria,10/16/2023,267156,3155,1.1810
Nigeria,10/17/2020,60103,1115,1.8551
Nigeria,10/17/2021,209173,2804,1.3405
Nigeria,10/17/2022,265937,3155,1.1864
Nigeria,10/17/2023,267156,3155,1.1810
Nigeria,10/18/2020,61307,1123,1.8318
Nigeria,10/18/2021,209173,2804,1.3405
Nigeria,10/18/2022,265937,3155,1.1864
Nigeria,10/18/2023,267156,3155,1.1810
Nigeria,10/19/2020,61307,1123,1.8318
Nigeria,10/19/2021,209173,2804,1.3405
Nigeria,10/19/2022,265937,3155,1.1864
Nigeria,10/19/2023,267156,3155,1.1810
Nigeria,10/2/2020,58198,1106,1.9004
Nigeria,10/2/2021,204201,2674,1.3095
Nigeria,10/2/2022,265431,3155,1.1886
Nigeria,10/2/2023,267146,3155,1.1810
Nigeria,10/20/2020,61307,1123,1.8318
Nigeria,10/20/2021,209173,2804,1.3405
Nigeria,10/20/2022,265937,3155,1.1864
Nigeria,10/20/2023,267156,3155,1.1810
Nigeria,10/21/2020,61307,1123,1.8318
Nigeria,10/21/2021,209173,2804,1.3405
Nigeria,10/21/2022,265937,3155,1.1864
Nigeria,10/21/2023,267156,3155,1.1810
Nigeria,10/22/2020,61307,1123,1.8318
Nigeria,10/22/2021,209173,2804,1.3405
Nigeria,10/22/2022,265937,3155,1.1864
Nigeria,10/22/2023,267166,3155,1.1809
Nigeria,10/23/2020,61307,1123,1.8318
Nigeria,10/23/2021,209173,2804,1.3405
Nigeria,10/23/2022,266043,3155,1.1859
Nigeria,10/23/2023,267166,3155,1.1809
Nigeria,10/24/2020,61307,1123,1.8318
Nigeria,10/24/2021,210295,2856,1.3581
Nigeria,10/24/2022,266043,3155,1.1859
Nigeria,10/24/2023,267166,3155,1.1809
Nigeria,10/25/2020,61930,1129,1.8230
Nigeria,10/25/2021,210295,2856,1.3581
Nigeria,10/25/2022,266043,3155,1.1859
Nigeria,10/25/2023,267166,3155,1.1809
Nigeria,10/26/2020,61930,1129,1.8230
Nigeria,10/26/2021,210295,2856,1.3581
Nigeria,10/26/2022,266043,3155,1.1859
Nigeria,10/26/2023,267166,3155,1.1809
Nigeria,10/27/2020,61930,1129,1.8230
Nigeria,10/27/2021,210295,2856,1.3581
Nigeria,10/27/2022,266043,3155,1.1859
Nigeria,10/27/2023,267166,3155,1.1809
Nigeria,10/28/2020,61930,1129,1.8230
Nigeria,10/28/2021,210295,2856,1.3581
Nigeria,10/28/2022,266043,3155,1.1859
Nigeria,10/28/2023,267166,3155,1.1809
Nigeria,10/29/2020,61930,1129,1.8230
Nigeria,10/29/2021,210295,2856,1.3581
Nigeria,10/29/2022,266043,3155,1.1859
Nigeria,10/29/2023,267173,3155,1.1809
Nigeria,10/3/2020,58198,1106,1.9004
Nigeria,10/3/2021,206064,2723,1.3214
Nigeria,10/3/2022,265431,3155,1.1886
Nigeria,10/3/2023,267146,3155,1.1810
Nigeria,10/30/2020,61930,1129,1.8230
Nigeria,10/30/2021,210295,2856,1.3581
Nigeria,10/30/2022,266138,3155,1.1855
Nigeria,10/30/2023,267173,3155,1.1809
Nigeria,10/31/2020,61930,1129,1.8230
Nigeria,10/31/2021,211887,2895,1.3663
Nigeria,10/31/2022,266138,3155,1.1855
Nigeria,10/31/2023,267173,3155,1.1809
Nigeria,10/4/2020,59287,1113,1.8773
Nigeria,10/4/2021,206064,2723,1.3214
Nigeria,10/4/2022,265431,3155,1.1886
Nigeria,10/4/2023,267146,3155,1.1810
Nigeria,10/5/2020,59287,1113,1.8773
Nigeria,10/5/2021,206064,2723,1.3214
Nigeria,10/5/2022,265431,3155,1.1886
Nigeria,10/5/2023,267146,3155,1.1810
Nigeria,10/6/2020,59287,1113,1.8773
Nigeria,10/6/2021,206064,2723,1.3214
Nigeria,10/6/2022,265431,3155,1.1886
Nigeria,10/6/2023,267146,3155,1.1810
Nigeria,10/7/2020,59287,1113,1.8773
Nigeria,10/7/2021,206064,2723,1.3214
Nigeria,10/7/2022,265431,3155,1.1886
Nigeria,10/7/2023,267146,3155,1.1810
Nigeria,10/8/2020,59287,1113,1.8773
Nigeria,10/8/2021,206064,2723,1.3214
Nigeria,10/8/2022,265431,3155,1.1886
Nigeria,10/8/2023,267155,3155,1.1810
Nigeria,10/9/2020,59287,1113,1.8773
Nigeria,10/9/2021,206064,2723,1.3214
Nigeria,10/9/2022,265816,3155,1.1869
Nigeria,10/9/2023,267155,3155,1.1810
Nigeria,11/1/2020,62853,1144,1.8201
Nigeria,11/1/2021,211887,2895,1.3663
Nigeria,11/1/2022,266138,3155,1.1855
Nigeria,11/1/2023,267173,3155,1.1809
Nigeria,11/10/2020,63790,1154,1.8091
Nigeria,11/10/2021,212627,2905,1.3662
Nigeria,11/10/2022,266192,3155,1.1852
Nigeria,11/10/2023,267173,3155,1.1809
Nigeria,11/11/2020,63790,1154,1.8091
Nigeria,11/11/2021,212627,2905,1.3662
Nigeria,11/11/2022,266192,3155,1.1852
Nigeria,11/11/2023,267173,3155,1.1809
Nigeria,11/12/2020,63790,1154,1.8091
Nigeria,11/12/2021,212627,2905,1.3662
Nigeria,11/12/2022,266192,3155,1.1852
Nigeria,11/12/2023,267173,3155,1.1809
Nigeria,11/13/2020,63790,1154,1.8091
Nigeria,11/13/2021,212627,2905,1.3662
Nigeria,11/13/2022,266242,3155,1.1850
Nigeria,11/13/2023,267173,3155,1.1809
Nigeria,11/14/2020,63790,1154,1.8091
Nigeria,11/14/2021,213127,2960,1.3888
Nigeria,11/14/2022,266242,3155,1.1850
Nigeria,11/14/2023,267173,3155,1.1809
Nigeria,11/15/2020,64996,1163,1.7893
Nigeria,11/15/2021,213127,2960,1.3888
Nigeria,11/15/2022,266242,3155,1.1850
Nigeria,11/15/2023,267173,3155,1.1809
Nigeria,11/16/2020,64996,1163,1.7893
Nigeria,11/16/2021,213127,2960,1.3888
Nigeria,11/16/2022,266242,3155,1.1850
Nigeria,11/16/2023,267173,3155,1.1809
Nigeria,11/17/2020,64996,1163,1.7893
Nigeria,11/17/2021,213127,2960,1.3888
Nigeria,11/17/2022,266242,3155,1.1850
Nigeria,11/17/2023,267173,3155,1.1809
Nigeria,11/18/2020,64996,1163,1.7893
Nigeria,11/18/2021,213127,2960,1.3888
Nigeria,11/18/2022,266242,3155,1.1850
Nigeria,11/18/2023,267173,3155,1.1809
Nigeria,11/19/2020,64996,1163,1.7893
Nigeria,11/19/2021,213127,2960,1.3888
Nigeria,11/19/2022,266242,3155,1.1850
Nigeria,11/19/2023,267173,3155,1.1809
Nigeria,11/2/2020,62853,1144,1.8201
Nigeria,11/2/2021,211887,2895,1.3663
Nigeria,11/2/2022,266138,3155,1.1855
Nigeria,11/2/2023,267173,3155,1.1809
Nigeria,11/20/2020,64996,1163,1.7893
Nigeria,11/20/2021,213127,2960,1.3888
Nigeria,11/20/2022,266283,3155,1.1848
Nigeria,11/20/2023,267173,3155,1.1809
Nigeria,11/21/2020,64996,1163,1.7893
Nigeria,11/21/2021,213532,2973,1.3923
Nigeria,11/21/2022,266283,3155,1.1848
Nigeria,11/21/2023,267173,3155,1.1809
Nigeria,11/22/2020,66228,1166,1.7606
Nigeria,11/22/2021,213532,2973,1.3923
Nigeria,11/22/2022,266283,3155,1.1848
Nigeria,11/22/2023,267173,3155,1.1809
Nigeria,11/23/2020,66228,1166,1.7606
Nigeria,11/23/2021,213532,2973,1.3923
Nigeria,11/23/2022,266283,3155,1.1848
Nigeria,11/23/2023,267173,3155,1.1809
Nigeria,11/24/2020,66228,1166,1.7606
Nigeria,11/24/2021,213532,2973,1.3923
Nigeria,11/24/2022,266283,3155,1.1848
Nigeria,11/24/2023,267173,3155,1.1809
Nigeria,11/25/2020,66228,1166,1.7606
Nigeria,11/25/2021,213532,2973,1.3923
Nigeria,11/25/2022,266283,3155,1.1848
Nigeria,11/25/2023,267173,3155,1.1809
Nigeria,11/26/2020,66228,1166,1.7606
Nigeria,11/26/2021,213532,2973,1.3923
Nigeria,11/26/2022,266283,3155,1.1848
Nigeria,11/26/2023,267173,3155,1.1809
Nigeria,11/27/2020,66228,1166,1.7606
Nigeria,11/27/2021,213532,2973,1.3923
Nigeria,11/27/2022,266313,3155,1.1847
Nigeria,11/27/2023,267173,3155,1.1809
Nigeria,11/28/2020,66228,1166,1.7606
Nigeria,11/28/2021,213982,2975,1.3903
Nigeria,11/28/2022,266313,3155,1.1847
Nigeria,11/28/2023,267173,3155,1.1809
Nigeria,11/29/2020,67330,1171,1.7392
Nigeria,11/29/2021,213982,2975,1.3903
Nigeria,11/29/2022,266313,3155,1.1847
Nigeria,11/29/2023,267173,3155,1.1809
Nigeria,11/3/2020,62853,1144,1.8201
Nigeria,11/3/2021,211887,2895,1.3663
Nigeria,11/3/2022,266138,3155,1.1855
Nigeria,11/3/2023,267173,3155,1.1809
Nigeria,11/30/2020,67330,1171,1.7392
Nigeria,11/30/2021,213982,2975,1.3903
Nigeria,11/30/2022,266313,3155,1.1847
Nigeria,11/30/2023,267173,3155,1.1809
Nigeria,11/4/2020,62853,1144,1.8201
Nigeria,11/4/2021,211887,2895,1.3663
Nigeria,11/4/2022,266138,3155,1.1855
Nigeria,11/4/2023,267173,3155,1.1809
Nigeria,11/5/2020,62853,1144,1.8201
Nigeria,11/5/2021,211887,2895,1.3663
Nigeria,11/5/2022,266138,3155,1.1855
Nigeria,11/5/2023,267173,3155,1.1809
Nigeria,11/6/2020,62853,1144,1.8201
Nigeria,11/6/2021,211887,2895,1.3663
Nigeria,11/6/2022,266192,3155,1.1852
Nigeria,11/6/2023,267173,3155,1.1809
Nigeria,11/7/2020,62853,1144,1.8201
Nigeria,11/7/2021,212627,2905,1.3662
Nigeria,11/7/2022,266192,3155,1.1852
Nigeria,11/7/2023,267173,3155,1.1809
Nigeria,11/8/2020,63790,1154,1.8091
Nigeria,11/8/2021,212627,2905,1.3662
Nigeria,11/8/2022,266192,3155,1.1852
Nigeria,11/8/2023,267173,3155,1.1809
Nigeria,11/9/2020,63790,1154,1.8091
Nigeria,11/9/2021,212627,2905,1.3662
Nigeria,11/9/2022,266192,3155,1.1852
Nigeria,11/9/2023,267173,3155,1.1809
Nigeria,12/1/2020,67330,1171,1.7392
Nigeria,12/1/2021,213982,2975,1.3903
Nigeria,12/1/2022,266313,3155,1.1847
Nigeria,12/1/2023,267173,3155,1.1809
Nigeria,12/10/2020,68937,1180,1.7117
Nigeria,12/10/2021,214567,2980,1.3888
Nigeria,12/10/2022,266350,3155,1.1845
Nigeria,12/10/2023,267173,3155,1.1809
Nigeria,12/11/2020,68937,1180,1.7117
Nigeria,12/11/2021,214567,2980,1.3888
Nigeria,12/11/2022,266381,3155,1.1844
Nigeria,12/11/2023,267173,3155,1.1809
Nigeria,12/12/2020,68937,1180,1.7117
Nigeria,12/12/2021,217063,2981,1.3733
Nigeria,12/12/2022,266381,3155,1.1844
Nigeria,12/12/2023,267173,3155,1.1809
Nigeria,12/13/2020,72757,1194,1.6411
Nigeria,12/13/2021,217063,2981,1.3733
Nigeria,12/13/2022,266381,3155,1.1844
Nigeria,12/13/2023,267173,3155,1.1809
Nigeria,12/14/2020,72757,1194,1.6411
Nigeria,12/14/2021,217063,2981,1.3733
Nigeria,12/14/2022,266381,3155,1.1844
Nigeria,12/14/2023,267173,3155,1.1809
Nigeria,12/15/2020,72757,1194,1.6411
Nigeria,12/15/2021,217063,2981,1.3733
Nigeria,12/15/2022,266381,3155,1.1844
Nigeria,12/15/2023,267173,3155,1.1809
Nigeria,12/16/2020,72757,1194,1.6411
Nigeria,12/16/2021,217063,2981,1.3733
Nigeria,12/16/2022,266381,3155,1.1844
Nigeria,12/16/2023,267173,3155,1.1809
Nigeria,12/17/2020,72757,1194,1.6411
Nigeria,12/17/2021,217063,2981,1.3733
Nigeria,12/17/2022,266381,3155,1.1844
Nigeria,12/17/2023,267173,3155,1.1809
Nigeria,12/18/2020,72757,1194,1.6411
Nigeria,12/18/2021,217063,2981,1.3733
Nigeria,12/18/2022,266398,3155,1.1843
Nigeria,12/18/2023,267173,3155,1.1809
Nigeria,12/19/2020,72757,1194,1.6411
Nigeria,12/19/2021,223483,2984,1.3352
Nigeria,12/19/2022,266398,3155,1.1843
Nigeria,12/19/2023,267173,3155,1.1809
Nigeria,12/2/2020,67330,1171,1.7392
Nigeria,12/2/2021,213982,2975,1.3903
Nigeria,12/2/2022,266313,3155,1.1847
Nigeria,12/2/2023,267173,3155,1.1809
Nigeria,12/20/2020,77933,1218,1.5629
Nigeria,12/20/2021,223483,2984,1.3352
Nigeria,12/20/2022,266398,3155,1.1843
Nigeria,12/20/2023,267173,3155,1.1809
Nigeria,12/21/2020,77933,1218,1.5629
Nigeria,12/21/2021,223483,2984,1.3352
Nigeria,12/21/2022,266398,3155,1.1843
Nigeria,12/21/2023,267173,3155,1.1809
Nigeria,12/22/2020,77933,1218,1.5629
Nigeria,12/22/2021,223483,2984,1.3352
Nigeria,12/22/2022,266398,3155,1.1843
Nigeria,12/22/2023,267173,3155,1.1809
Nigeria,12/23/2020,77933,1218,1.5629
Nigeria,12/23/2021,223483,2984,1.3352
Nigeria,12/23/2022,266398,3155,1.1843
Nigeria,12/23/2023,267173,3155,1.1809
Nigeria,12/24/2020,77933,1218,1.5629
Nigeria,12/24/2021,223483,2984,1.3352
Nigeria,12/24/2022,266398,3155,1.1843
Nigeria,12/24/2023,267173,3155,1.1809
Nigeria,12/25/2020,77933,1218,1.5629
Nigeria,12/25/2021,223483,2984,1.3352
Nigeria,12/25/2022,266415,3155,1.1842
Nigeria,12/25/2023,267173,3155,1.1809
Nigeria,12/26/2020,77933,1218,1.5629
Nigeria,12/26/2021,236014,3014,1.2770
Nigeria,12/26/2022,266415,3155,1.1842
Nigeria,12/26/2023,267173,3155,1.1809
Nigeria,12/27/2020,83576,1247,1.4921
Nigeria,12/27/2021,236014,3014,1.2770
Nigeria,12/27/2022,266415,3155,1.1842
Nigeria,12/27/2023,267173,3155,1.1809
Nigeria,12/28/2020,83576,1247,1.4921
Nigeria,12/28/2021,236014,3014,1.2770
Nigeria,12/28/2022,266415,3155,1.1842
Nigeria,12/28/2023,267173,3155,1.1809
Nigeria,12/29/2020,83576,1247,1.4921
Nigeria,12/29/2021,236014,3014,1.2770
Nigeria,12/29/2022,266415,3155,1.1842
Nigeria,12/29/2023,267173,3155,1.1809
Nigeria,12/3/2020,67330,1171,1.7392
Nigeria,12/3/2021,213982,2975,1.3903
Nigeria,12/3/2022,266313,3155,1.1847
Nigeria,12/3/2023,267173,3155,1.1809
Nigeria,12/30/2020,83576,1247,1.4921
